text,aspect_start,aspect_end,opinion_start,opinion_end,sentiment,category
24k ph?n ?ng và thái ?? th?t chuyên nghi?p tin t?c,0,0,1,8,positive,CHARACTERISTIC
sao th?y hôm tr?c ti?p karik khó ch?u v?y ? . b?i vì qua phía bên ngoài là,5,5,6,7,negative,CHARACTERISTIC
"quán quân vui vcl , gi?i này có c?ng ?i?m vùng mi?n không ae nh? bên d??i là trên phía bên ngoài là",0,1,2,3,positive,CHARACTERISTIC
sao karik nay trông t?nh tính th? kích thích truy?n thông cho,1,1,0,6,neutral,CHARACTERISTIC
quán quân xàm loz nh?t s?ch các mùa m?c k? lên phía bên ngoài là,0,1,2,3,negative,CHARACTERISTIC
quán quân xàm loz nh?t s?ch các mùa ngoài ra còn,0,1,3,3,negative,CHARACTERISTIC
ông justate ?ng vui còn h?n ông big n?a d??i phía ngoài là,0,1,3,3,positive,CHARACTERISTIC
karik m?c cái gi?ng gì mà gi?ng nh? khó ch?u v?y nh? sau cùng vào phía bên ngoài,0,0,8,9,negative,CHARACTERISTIC
tui thích karik n?i tâm h?n trên là lên phía ngoài là,2,2,0,5,positive,CHARACTERISTIC
quán quân khiêm t?n ghê ra phía bên ngoài truy?n ??n,0,1,2,4,positive,CHARACTERISTIC
karik ch?c b?t mãn v?i k?ch b?n r?i phía bên trong,0,0,2,3,negative,CHARACTERISTIC
hu?nh công hi?u ?i cái flow shout out ryco h? ta nh? v?y là trên phía là,0,2,,,positive,CHARACTERISTIC
xiêm y c?a t?i là cái gì ?ó r?t riêng r?t ch?t . không l?n vào ?âu ???c i love you cho nên,0,3,4,17,positive,CHARACTERISTIC
suboi luôn nh??ng ??t di?n cho các b h?p tác . n?i b? là,0,0,,,positive,CHARACTERISTIC
suboi luôn nh??ng ??t di?n cho các b h?p tác . m?t khác ??n phía,0,0,,,positive,CHARACTERISTIC
tui thích karik n?i tâm h?n phía trong,2,2,0,5,positive,CHARACTERISTIC
phap kieu ?m ra m?t lun m?c cho qua phía ngoài là,0,1,2,2,negative,CHARACTERISTIC
quán quân khiêm t?n ghê d??i phía,0,1,2,4,positive,CHARACTERISTIC
dt2 nó c? sao sao ý không lành ?âu . và cu?i cùng và,0,0,,,negative,CHARACTERISTIC
karik ch?c b?t mãn v?i k?ch b?n r?i lên phía bên sáng là bên trong là,0,0,2,3,negative,CHARACTERISTIC
ông justate ?ng vui còn h?n ông big n?a ?áng chú ý trên phía ngoài là,0,1,3,3,positive,CHARACTERISTIC
karik s?u th? xu?ng phía,0,0,1,1,negative,CHARACTERISTIC
karik éo thèm xem trao gi?i luôn l?n sau này liên quan ??n,0,0,,,negative,CHARACTERISTIC
karik m?c cái gi?ng gì mà gi?ng nh? khó ch?u v?y nh? theo cách,0,0,8,9,negative,CHARACTERISTIC
pháp ki?u gi?ng nh? ng?c nhiên khi double 2t quán quân xu?ng phía bên ngoài là xu?ng phía ngoài là,0,1,2,10,positive,CHARACTERISTIC
bray r?t ??nh . còn tr? mà nhanh trí vãi d??i phía bên ngoài là,0,0,1,9,positive,CHARACTERISTIC
hu?nh công hi?u ?i cái flow shout out ryco h? ta ??n phía bên ngoài,0,2,,,positive,CHARACTERISTIC
quán quân mà m?t ?m là do x5 ti?n beat c?a masew phía d??i phía trên là,0,1,2,11,neutral,CHARACTERISTIC
b? ?? c?a t?i là cái gì ?ó r?t riêng r?t ch?t . không l?n vào ?âu ???c i love you di chuy?n cho nên,0,3,4,17,positive,CHARACTERISTIC
"btc ?ã r?t nhân v?n , tuy?t v?i phía trong là",0,0,3,4,positive,CHARACTERISTIC
"btc ?ã r?t nhân v?n , tuy?t v?i trên phía bên ngoài là truy?n thông ??n",0,0,3,4,positive,CHARACTERISTIC
a thành hình nh? thích ver rap c?a anh b ray ngay c? m?c dù v?y,0,1,,,positive,CHARACTERISTIC
tez vs big v?a h? v?a hay . mi?n chê vào theo nguyên t?c,0,2,3,9,positive,CHARACTERISTIC
ông karik b? sao v?y ae ai bi?t không . nhi?u tâm s? trông não ?m truy?n ti?p theo,0,1,2,15,neutral,CHARACTERISTIC
toi th?y nh?ng mi?ng vui không có tính vui h??c tr? v?,,,2,9,negative,CHARACTERISTIC
ý là thích cách anh giang th??ng em gái vãi th? này,,,2,9,positive,CHARACTERISTIC
ý là m?y b?n k? thu?t ch?m ch? ghê ph?i th?c d?y t? s?m ?i theo phía bên trong,2,5,6,7,positive,CHARACTERISTIC
nói riêng lâm sân si v?i nh?ng ng??i khác r?t bên ngoài là,2,2,3,4,negative,CHARACTERISTIC
??i d?i hi?u gánh c? team luôn s?ng khá r?t tr?i qua phía bên ngoài,2,2,3,5,positive,CHARACTERISTIC
c?ng nh? d??ng lâm h?n thua r?t bên ngoài là,2,3,4,6,negative,CHARACTERISTIC
mình ngh? m?y b?n h?u c?n k? thu?t ch?m ch? ghê xu?ng phía bên ngoài là,2,7,8,10,positive,CHARACTERISTIC
c?ng nh? hi?u t?t tính ghê theo h??ng,2,2,3,4,positive,CHARACTERISTIC
d? nhiên ông quang hùng vô ?ây ?âm bang r?t t?o nên,2,4,7,9,neutral,CHARACTERISTIC
nói riêng lê d??ng b?o lâm ch?i c?c r?t d? nhiên,2,5,6,8,positive,CHARACTERISTIC
nói chung d??ng lâm v?i criss vui vãi ch??ng xu?ng phía ngoài là,2,5,6,8,positive,CHARACTERISTIC
nh ma ki?u minh tu?n ch?i nh?n chuông h?i c?c tánh không ???c vui d??i phía ngoài là,2,4,5,13,negative,CHARACTERISTIC
tóm g?n anh huy v?i anh tu?n d? th??ng vãi ch??ng r?i,2,6,7,10,positive,CHARACTERISTIC
he he phát c?ng vui mà duyên l?m ?y ?nh làm n? th? 8 c?ng ok v? phía bên trong là,2,2,3,8,positive,CHARACTERISTIC
nói v? hà nhi vui r?t luôn ?y ?o?n bê mâm ?? ?n ra kêu tú ngân tui c??i rim b?ng luôn trên phía bên ngoài,2,3,4,21,positive,CHARACTERISTIC
vs toii ngân ch? l?i mình m?i xem ái cái th?t thà c?a bé k? c?,2,2,5,13,positive,CHARACTERISTIC
t?t nhiên dàn cast chính r?t d? th??ng r?t duyên và c?ng,2,4,6,7,positive,CHARACTERISTIC
eh eh dàn cast này v?a m?c c??i v?a duyên dáng n?a ch? bên trên là,2,4,6,10,positive,CHARACTERISTIC
ki?u là tr??ng giang d?n ch??ng trình duyên ghê ng??c l?i,2,3,7,8,positive,CHARACTERISTIC
th? nh?ng bà cam t?p này vui vãi l?n sau,2,3,6,7,positive,CHARACTERISTIC
v?i toi tung hoang d? ch??ng x?u b?i vì,2,3,4,6,positive,CHARACTERISTIC
alo alo ui hi?u tinh t? x?u luôn lúc anh cris c?t th?t c? s? ?nh ??t tay nh?c hoài luôn cu?i cùng,3,3,4,5,positive,CHARACTERISTIC
hình nh? ??i tr??ng giang ?i ch? vui gì c? lên phía bên ngoài là,3,4,6,7,negative,CHARACTERISTIC
?a alo k bé ngân th?t vui và bé ?áng ái h?t s?c ti?p theo,3,4,5,6,positive,CHARACTERISTIC
nh ma th?y anh tú không có vui mi?ng nào luôn á nên,3,4,5,8,negative,CHARACTERISTIC
má ?i th?y thúy ngân c? mè nheo ki?u gì á làm nh? con nít m?i lên 3 ra bên ngoài,3,4,6,7,negative,CHARACTERISTIC
?a alo t?p này khách m?i c?ng m?n th?y s? c??i mu?n ?au b?ng d??i phía bên trong là,4,5,7,13,positive,CHARACTERISTIC
th? thoii t?p này huy duyên r?t nha và sau ?ây,4,4,5,8,negative,CHARACTERISTIC
có d? ai th?y negav v?a nh?t v?a l? thì like xu?ng phía bên ngoài là,4,4,5,8,negative,CHARACTERISTIC
theo mình t?p này ta th?y anh tú vui vãi ch??ng qua phía là,6,7,8,10,positive,CHARACTERISTIC
th?c s? sao lúc nào nhìn bà d? c?ng c?c c?c v?i ngân v?y xu?ng,6,7,9,12,negative,CHARACTERISTIC
rõ r?t coi t?p này th?y ông vinh d? th??ng ghe d??i phía bên ngoài,6,7,8,10,positive,CHARACTERISTIC
ôi tr?i th?y m?i ng??i c? chê thúy ngân hoài ng??i ta th?t thà lành n?a nh? là,7,8,10,15,positive,CHARACTERISTIC
ch?c h?n sao ai c?ng m?i gia ?ình mà hi?u l?i m?i b?n mà không m?i ng??i nhà hi?u nh? c?nh báo,9,9,,,neutral,CHARACTERISTIC
tóm l?i ý ki?n riêng c?a tôi nhá là thúy ngân nh?t th?t t?o nên,9,10,11,12,negative,CHARACTERISTIC
d? nhiên n?u nói chính xác v? vui nh?t tinh 7 n? ch? có th? là th? vinh vui nh?t ??c bi?t,16,17,18,18,positive,CHARACTERISTIC
m?y b?n k? thu?t ch?m ch? ghê ph?i th?c d?y t? s?m ngo?i b? là xu?ng phía bên trong là,0,3,4,5,positive,CHARACTERISTIC
sao ai c?ng m?i gia ?ình mà hi?u l?i m?i b?n mà không m?i ng??i nhà hi?u nh? ??n phía bên tinh trên phía bên ngoài,7,7,,,neutral,CHARACTERISTIC
lâm sân si v?i nh?ng ng??i khác r?t có ngh?a là vào phía,0,0,1,2,negative,CHARACTERISTIC
hi?u gánh c? team luôn s?ng khá r?t tr?i qua phía bên sáng là phía trái là,0,0,1,3,positive,CHARACTERISTIC
d??ng lâm h?n thua r?t v? phía là và,0,1,2,4,negative,CHARACTERISTIC
m?y b?n h?u c?n k? thu?t ch?m ch? ghê bên ngoài là ?áng chú ý,0,5,6,8,positive,CHARACTERISTIC
ui hi?u tinh t? x?u luôn lúc anh cris c?t th?t c? s? ?nh ??t tay nh?c hoài luôn và sau ?ây nh? v?y thì,1,1,2,3,positive,CHARACTERISTIC
hi?u khá tính ghê xu?ng phía ngoài truy?n thông ??n,0,0,1,2,positive,CHARACTERISTIC
ông quang hùng vô ?ây ?âm bang r?t tuy nhiên theo lu?t,0,2,5,7,neutral,CHARACTERISTIC
lê d??ng b?o lâm ch?i c?c r?t nói cách khác ngoài ra,0,3,4,6,negative,CHARACTERISTIC
??i tr??ng giang ?i ch? vui gì c? r?i ti?p theo bên trong là,1,2,4,7,negative,CHARACTERISTIC
d??ng lâm v?i criss vui vãi ch??ng dù sao ?i theo,0,3,4,6,positive,CHARACTERISTIC
ki?u minh tu?n ch?i nh?n chuông h?i c?c tánh không ???c vui phía tinh là tuy nhiên,0,2,3,11,negative,CHARACTERISTIC
anh huy v?i anh tu?n d? th??ng vãi ch??ng nh? th? ?y h?n n?a,0,4,5,8,positive,CHARACTERISTIC
phát c?ng vui mà duyên l?m ?y ?nh làm n? th? 8 c?ng ok lên là truy?n,0,0,1,6,positive,CHARACTERISTIC
nh?ng mi?ng vui không có tính vui h??c do ?ó phía ngoài là,,,0,6,negative,CHARACTERISTIC
hà nhi vui r?t luôn ?y ?o?n bê mâm ?? ?n ra kêu tú ngân tui c??i rim b?ng luôn sau ?ây bên ngoài là,0,1,2,2,positive,CHARACTERISTIC
ý ki?n riêng c?a tôi nhá là thúy ngân nh?t th?t xu?ng phía ngoài là nh?ng,7,8,9,10,negative,CHARACTERISTIC
n?u nói chính xác v? vui nh?t s?ch 7 n? ch? có th? là th? vinh vui nh?t ??n phía bên sáng nh?ng,14,15,16,17,positive,CHARACTERISTIC
thích cách anh giang th??ng em gái vãi vào phía bên ngoài d??i phía bên ngoài là,,,0,7,positive,CHARACTERISTIC
t?p này ta th?y anh tú vui vãi ch??ng trên là c? th?,4,5,6,8,positive,CHARACTERISTIC
ngân ch? l?i mình m?i xem ái cái th?t thà c?a bé ?i v? qua phía là,0,0,3,11,positive,CHARACTERISTIC
sao lúc nào nhìn bà d? c?ng c?c c?c v?i ngân v?y xu?ng phía bên ngoài tin,4,5,7,10,negative,CHARACTERISTIC
ch??ng trình ??u t? r?t hoành tráng ngô ki?n huy d?n ch??ng trình duyên dáng,2,3,5,11,positive,CHARACTERISTIC
k bé ngân th?t vui và bé ?áng ái h?t s?c nh? th? ?y xu?ng là,1,2,3,10,positive,CHARACTERISTIC
coi t?p này th?y ông vinh d? th??ng ghe nh? là k? c?,4,5,6,8,positive,CHARACTERISTIC
th?y anh tú không có vui mi?ng nào luôn á d??i phía ngoài là bên trái,1,2,3,6,negative,CHARACTERISTIC
dàn cast chính r?t d? th??ng r?t duyên th?y và sau cùng,0,2,4,5,positive,CHARACTERISTIC
dàn cast này v?a m?c c??i v?a duyên dáng n?a ch? qua phía bên ngoài là xu?ng là,0,2,3,8,positive,CHARACTERISTIC
th?y thúy ngân c? mè nheo ki?u gì á làm nh? con nít m?i lên 3 ??n phía bên ngoài qua phía bên ngoài là,1,2,4,5,negative,CHARACTERISTIC
th?y m?i ng??i c? chê thúy ngân hoài ng??i ta th?t thà lành n?a nh?ng mà sau cu?i,5,6,8,13,positive,CHARACTERISTIC
tr??ng giang d?n ch??ng trình duyên ghê t?c là n?a,0,1,5,5,positive,CHARACTERISTIC
t?p này huy duyên r?t nha vào ?ó là xu?ng phía bên trong là,2,2,3,3,positive,CHARACTERISTIC
bà cam t?p này vui vãi nh? là thí d? tác ??ng,0,1,4,4,positive,CHARACTERISTIC
ai th?y negav v?a nh?t v?a l? thì like bên d??i là nh? v?y,2,2,3,6,negative,CHARACTERISTIC
tung hoang d? ch??ng x?u này là v? phía bên trong là,0,1,2,3,positive,CHARACTERISTIC
m?y b?n k? thu?t ch?m ch? ghê ph?i th?c d?y t? s?m còn có,2,3,4,5,positive,CHARACTERISTIC
sao ai c?ng m?i gia ?ình mà hi?u l?i m?i b?n mà không m?i ng??i nhà hi?u nh? ??c bi?t,7,7,,,neutral,CHARACTERISTIC
lâm sân si v?i nh?ng ng??i khác r?t di chuy?n,0,0,1,2,negative,CHARACTERISTIC
hi?u gánh c? team luôn s?ng t?t r?t tr?i qua phía,0,0,1,3,positive,CHARACTERISTIC
d??ng lâm h?n thua r?t theo qui ??nh,0,1,2,4,negative,CHARACTERISTIC
m?y b?n h?u c?n k? thu?t ch?m ch? ghê phát hi?n,0,5,6,8,positive,CHARACTERISTIC
ui hi?u tinh t? x?u luôn lúc anh cris c?t th?t c? s? ?nh ??t tay nh?c hoài luôn thông báo,1,1,2,3,positive,CHARACTERISTIC
hi?u khá tính ghê nh? v?y thì,0,0,1,2,positive,CHARACTERISTIC
ông quang hùng vô ?ây ?âm bang r?t truy?n ??n,1,2,5,7,neutral,CHARACTERISTIC
lê d??ng b?o lâm ch?i c?c r?t ch?ng h?n nh?,0,3,4,6,negative,CHARACTERISTIC
??i tr??ng giang ?i ch? vui gì c? phía trên,1,2,4,7,negative,CHARACTERISTIC
d??ng lâm v?i criss vui vãi ch??ng nh? v?y là,0,3,4,4,positive,CHARACTERISTIC
ki?u minh tu?n ch?i nh?n chuông h?i c?c tánh không ???c vui còn c?,0,2,3,11,negative,CHARACTERISTIC
anh huy v?i anh tu?n d? th??ng vãi ch??ng tin t?c,0,4,5,9,positive,CHARACTERISTIC
phát c?ng vui mà duyên l?m ?y ?nh làm n? th? 8 c?ng ok lên phía ngoài là,0,0,1,6,positive,CHARACTERISTIC
nh?ng mi?ng vui không có tính vui h??c d??i phía bên trong,,,0,7,negative,CHARACTERISTIC
hà nhi vui r?t luôn ?y ?o?n bê mâm ?? ?n ra kêu tú ngân tui c??i rim b?ng luôn d??i phía bên ngoài là,0,1,2,2,positive,CHARACTERISTIC
ý ki?n riêng c?a tôi nhá là thúy ngân nh?t th?t ??n phía bên trong,7,8,9,10,negative,CHARACTERISTIC
n?u nói chính xác v? vui nh?t sáng 7 n? ch? có th? là th? vinh vui nh?t phía d??i,14,15,16,17,positive,CHARACTERISTIC
thích cách anh giang th??ng em gái vãi trên phía bên trong là,,,0,7,positive,CHARACTERISTIC
t?p này ta th?y anh tú vui vãi ch??ng trái l?i,4,5,6,8,positive,CHARACTERISTIC
ngân ch? l?i mình m?i xem tr?ng cái th?t thà c?a bé tin t?c ??n,0,0,3,11,positive,CHARACTERISTIC
sao lúc nào nhìn bà d? c?ng c?c c?c v?i ngân v?y cu?i cùng,4,5,7,10,negative,CHARACTERISTIC
t?p này khách m?i c?ng m?n th?y s? c??i mu?n ?au b?ng và r?i,2,3,5,11,positive,CHARACTERISTIC
k bé ngân th?t vui và bé ?áng ái h?t s?c d??i phía bên trong,1,2,3,10,positive,CHARACTERISTIC
coi t?p này th?y ông vinh d? th??ng ghe v? phía bên trong là,4,5,6,8,positive,CHARACTERISTIC
th?y anh tú không có vui mi?ng nào luôn á t?o thành,1,2,3,7,negative,CHARACTERISTIC
dàn cast chính r?t d? th??ng r?t duyên nên,0,2,3,7,positive,CHARACTERISTIC
dàn cast này v?a m?c c??i v?a duyên dáng n?a ch? t?o ra,0,2,3,8,positive,CHARACTERISTIC
th?y thúy ngân c? mè nheo ki?u gì á làm nh? con nít m?i lên 3 nh? v?y là,1,2,4,5,negative,CHARACTERISTIC
th?y m?i ng??i c? chê thúy ngân hoài ng??i ta th?t thà lành n?a tin ??n,5,6,8,13,positive,CHARACTERISTIC
tr??ng giang d?n ch??ng trình duyên ghê và sau ?ây,0,1,4,4,positive,CHARACTERISTIC
t?p này huy duyên r?t nha lên phía bên ngoài là,2,2,3,3,positive,CHARACTERISTIC
bà cam t?p này vui vãi bên d??i là,0,1,2,4,positive,CHARACTERISTIC
ai th?y negav v?a nh?t v?a l? thì like lên là,2,3,3,6,negative,CHARACTERISTIC
tung hoang d? ch??ng x?u gây ra,0,1,2,3,positive,CHARACTERISTIC
"2t x?ng ?áng , nh? nhàng , ch?t l??ng , khiêm t?n ngo?i b? là",0,0,4,5,positive,CHARACTERISTIC
"2t x?ng ?áng , nh? nhàng , ch?t l??ng , khiêm t?n d??i phía bên ngoài là d??i phía ngoài",0,0,4,5,positive,CHARACTERISTIC
"quán quân r?t x?ng ?áng , khiêm t?n r?t th?m chí còn kéo theo",0,1,6,8,positive,CHARACTERISTIC
"quán quân r?t x?ng ?áng , khiêm t?n r?t vào phía",0,1,6,8,positive,CHARACTERISTIC
m? anh huy d? th??ng r?t nhã ph??ng v?i qu?nh anh r?c x?u mong mùa sau l?m ? qua phía là ?i ra,0,2,3,5,positive,CHARACTERISTIC
m? anh huy d? th??ng r?t nhã ph??ng v?i qu?nh anh ??p x?u mong mùa sau l?m ? xu?ng là,0,2,3,5,positive,CHARACTERISTIC
"r?t x?ng ?áng chân thành , nhi?t huy?t , t?n tâm th??ng big chúc m?ng em 2t phát hi?n th?m chí còn",12,12,3,10,positive,CHARACTERISTIC
"r?t x?ng ?áng chân thành , nhi?t huy?t , t?n tâm th??ng big chúc m?ng em 2t t??ng t? nh?",12,12,3,10,positive,CHARACTERISTIC
nh? là m? anh huy d? th??ng r?t nhã ph??ng v?i qu?nh anh ??p x?u mong mùa sau l?m ? xu?ng phía ngoài,2,4,5,7,positive,CHARACTERISTIC
"tui th?y d2t x?ng ?áng d2t khiêm t?n , có tài . hoàn toàn công nh?n truy?n ??n d??i phía là",5,5,6,7,positive,CHARACTERISTIC
"tui th?y d2t x?ng ?áng d2t khiêm t?n , có tài . hoàn toàn công nh?n trên phía bên trong là",5,5,6,7,positive,CHARACTERISTIC
big ??p trai c??i có duyên r?t tr?i mê nha ngo?i b?,0,0,4,5,positive,CHARACTERISTIC
big hoa trai c??i có duyên r?t tr?i mê nha n?i b? là d?n ??n,0,0,4,5,positive,CHARACTERISTIC
2t ki?u nh?c ??n gi?n và nhân cách tuy?t ??p . ?ây là 1 quán quân x?ng ?áng nh?t v? phía ngoài,0,1,8,9,positive,CHARACTERISTIC
2t ki?u nh?c ??n gi?n và nhân cách tuy?t r?c . ?ây là 1 quán quân x?ng ?áng nh?t n?i b? kích thích,0,1,8,9,positive,CHARACTERISTIC
thúy ngân d? th??ng r?t tr?i i love thúy ngân theo lu?t d? nhiên,0,1,2,3,positive,CHARACTERISTIC
thúy ngân d? th??ng r?t tr?i i love thúy ngân qua là,0,1,2,3,positive,CHARACTERISTIC
double 2t hát hay tính cách lành lành quán quân x?ng ?áng phía d??i ?i ra,0,1,6,7,positive,CHARACTERISTIC
double 2t hát hay tính cách lành lành quán quân x?ng ?áng qua,0,1,6,7,positive,CHARACTERISTIC
7 n? c??i xuân ai c?ng d? th??ng vui h??c hóng mùa 8 r?t ?i và sau ?ây sau l?n ?ó,0,3,6,9,positive,CHARACTERISTIC
7 n? c??i xuân ai c?ng d? th??ng vui h??c hóng mùa 8 r?t ?i ngh?a là,0,3,6,9,positive,CHARACTERISTIC
ch? ngân và ch? ng?c d? th??ng nhí nh?m mong ch??ng trình s? m?i hai ch? vào mùa sau lên phía ngoài xu?ng phía ngoài là,0,4,5,8,positive,CHARACTERISTIC
ch? ngân và ch? ng?c d? th??ng nhí nh?m mong ch??ng trình s? m?i hai ch? vào mùa sau d??i phía bên ngoài là,0,4,5,8,positive,CHARACTERISTIC
nhìn hoàng y?n r?t hoa và d? th??ng vui m?ng mong mùa 8 có hoàng y?n ?i ra ?áng chú ý,1,2,3,7,positive,CHARACTERISTIC
nhìn hoàng y?n r?t l?ng và d? th??ng ph?n kh?i mong mùa 8 có hoàng y?n nh?,1,2,3,7,positive,CHARACTERISTIC
mê quang hùng r?t ?ng d? th??ng lành ghê á ch?i bên trái trên phía là,1,2,5,6,positive,CHARACTERISTIC
mê quang hùng r?t ?ng d? th??ng lành ghê á ch?i lên phía ngoài là,1,2,5,6,positive,CHARACTERISTIC
t?p này nh?t r?t thuý ngân ?ã nh?t còn thêm khách m?i nh?t n?a và còn nói khác,4,5,7,7,negative,CHARACTERISTIC
t?p này nh?t r?t thuý ngân ?ã nh?t còn thêm khách m?i nh?t n?a ??c bi?t,4,5,7,7,negative,CHARACTERISTIC
?a alo di?n viên n? m? và duyên dáng có nhã ph??ng và ph??ng anh ?ào thích v? xinh 2 cô ?y nh?ng mà,10,15,7,8,positive,CHARACTERISTIC
ê ê t?p này nh?t r?t thuý ngân ?ã nh?t còn thêm khách m?i nh?t n?a trên phía,6,7,9,9,negative,CHARACTERISTIC
t coi t?p nào t c?ng c??i ?iên m?y ?ng b? có duyên r?t tr?i mong ch??ng trình này ra quài phía d??i là k? c?,8,10,11,14,positive,CHARACTERISTIC
t coi t?p nào t c?ng c??i ?iên m?y ?ng b? có duyên r?t tr?i mong ch??ng trình này ra quài theo ?ó,8,10,11,14,positive,CHARACTERISTIC
anh tú t??i trai v ?ng hoà tan luôn nhây nhây nh?ng mà tinh t? x?u hà nhi v?i d??ng hoàng y?n d? th??ng ??i v?i qua phía bên trong là,0,1,5,15,positive,CHARACTERISTIC
anh tú r?c trai v ?ng hoà tan luôn nhây nhây nh?ng mà tinh t? x?u hà nhi v?i d??ng hoàng y?n d? th??ng ví d? nh?,0,1,5,15,positive,CHARACTERISTIC
theo toi t coi t?p nào t c?ng c??i ?iên m?y ?ng b? có duyên r?t tr?i mong ch??ng trình này ra quài còn n?a,10,12,13,16,positive,CHARACTERISTIC
nói d? anh tú l?ng trai v ?ng hoà tan luôn nhây nhây nh?ng mà tinh t? x?u hà nhi v?i d??ng hoàng y?n d? th??ng xu?ng là,2,3,7,17,positive,CHARACTERISTIC
tui ngh? thúy ngân d? th??ng r?t tr?i i love thúy ngân v? phía là,2,3,4,7,positive,CHARACTERISTIC
moshi moshi 7 n? c??i xuân ai c?ng d? th??ng vui h??c hóng mùa 8 r?t ?i xu?ng phía ngoài là,2,5,10,11,positive,CHARACTERISTIC
ki?u là ch? ngân và ch? ng?c d? th??ng nhí nh?m mong ch??ng trình s? m?i hai ch? vào mùa sau lên phía bên ngoài là,2,6,7,10,positive,CHARACTERISTIC
nói v? nhìn hoàng y?n r?t xinh và d? th??ng hân hoan mong mùa 8 có hoàng y?n qua phía là,3,4,8,11,positive,CHARACTERISTIC
he he mê quang hùng r?t ?ng d? th??ng lành ghê á ch?i lên phía bên trong là,3,4,7,8,positive,CHARACTERISTIC
ch??ng trình ??u t? r?t hoành tráng ngô ki?n huy d?n ch??ng trình duyên dáng nh?n bi?t tuy,7,9,10,14,positive,CHARACTERISTIC
ch??ng trình ??u t? r?t hoành tráng ngô ki?n huy d?n ch??ng trình duyên dáng t?i,7,9,10,14,positive,CHARACTERISTIC
di?n viên n? t??i và duyên dáng có nhã ph??ng và ph??ng anh ?ào thích v? t??i 2 cô ?y n?a tuy v?y,8,13,5,6,positive,CHARACTERISTIC
di?n viên n? r?c và duyên dáng có nhã ph??ng và ph??ng anh ?ào thích v? m? 2 cô ?y c?ng nh?,8,13,5,6,positive,CHARACTERISTIC
nói d? ch??ng trình ??u t? r?t hoành tráng ngô ki?n huy d?n ch??ng trình duyên dáng phát hi?n,9,11,12,16,positive,CHARACTERISTIC
"andre sau bao n?m , v?n có ch?t ngông và ch?t ch?i riêng trên phía ngoài là",0,0,6,10,positive,CHARACTERISTIC
"andre sau bao n?m , v?n có ch?t ngông và ch?t ch?i riêng sau này phát hi?n",0,0,6,10,positive,CHARACTERISTIC
karik hút ?á à . chung k?t thì ph?n kh?i lên . làm gì mà nh? th?ng ??n v? phía bên sáng là nh? v?y,0,0,15,15,negative,CHARACTERISTIC
karik hút ?á à . chung k?t thì ph?n kh?i lên . làm gì mà nh? th?ng ??n ngoài ra,0,0,15,15,negative,CHARACTERISTIC
suboi ??p bi?u c?m cu?n vch n?a,0,0,1,3,positive,CHARACTERISTIC
suboi ??p bi?u c?m cu?n vch ngoài ra ??n phía bên trong,0,0,1,3,positive,CHARACTERISTIC
karik hoa trai duyên dáng qua phía xu?ng phía là,0,0,1,3,positive,CHARACTERISTIC
2t l?ng trai khiêm t?n nh? và sau ?ó truy?n ??n,0,0,1,3,positive,CHARACTERISTIC
karik ??p trai duyên dáng b?i vì,0,0,1,3,positive,CHARACTERISTIC
2t ??p trai khiêm t?n nh? quay l?i,0,0,1,3,positive,CHARACTERISTIC
lan ng?c lúc nào c?ng ch?i d? không cõng anh tú bóp ?ít c?ng c??i ?? damdang nh? v?y vào phía bên trong,0,1,15,16,negative,CHARACTERISTIC
lan ng?c lúc nào c?ng ch?i d? không cõng anh tú bóp ?ít c?ng c??i ?? damdang có ngh?a là,0,1,15,16,negative,CHARACTERISTIC
tr??ng giang ?úng chu?n ??u b?p nhìn anh ý n?u ?n th?y anh ý r?t tho?i mái và vui t??i lun á lên phía bên ngoài là phía trong là,0,1,15,19,positive,CHARACTERISTIC
tr??ng giang ?úng chu?n ??u b?p nhìn anh ý n?u ?n th?y anh ý r?t tho?i mái và vui m?ng lun á lên là,0,1,15,19,positive,CHARACTERISTIC
anh bray trông t?u t?u nh? b?t,0,1,3,4,positive,CHARACTERISTIC
anh bray trông t?u t?u nh? tin t?c h?n n?a,0,1,3,4,positive,CHARACTERISTIC
lan ng?c càng ngày càng l? t?i ngoài ra,0,1,2,5,negative,CHARACTERISTIC
lan ng?c càng ngày càng l? tuy nhiên,0,1,2,5,negative,CHARACTERISTIC
ch? ngân lun d? th??ng cute ngây th? bên s?ch là truy?n thông ??n cho,0,1,3,7,positive,CHARACTERISTIC
ch? ngân lun d? th??ng cute ngây th? nói cách khác,0,1,3,7,positive,CHARACTERISTIC
anh b?p d? th??ng r?t vui r?t duyên phía tinh là d??i,0,1,2,3,positive,CHARACTERISTIC
anh b?p d? th??ng r?t vui r?t duyên bên trong là,0,1,2,3,positive,CHARACTERISTIC
thúy ngân nh?t nh?ng ki?u ngô ng? d? th??ng ghê vào phía ngoài truy?n,0,1,5,8,positive,CHARACTERISTIC
thúy ngân nh?t nh?ng ki?u ngô ng? d? th??ng ghê nh?n bi?t,0,1,5,8,positive,CHARACTERISTIC
lan ng?c v?a l?ng l?i v?a d? th??ng m?t khác qua là,0,1,6,7,positive,CHARACTERISTIC
lan ng?c v?a ??p l?i v?a d? th??ng lên là,0,1,6,7,positive,CHARACTERISTIC
lan ng?c t?p này v?a r?c v?a duyên dáng v? trái l?i,0,1,8,9,positive,CHARACTERISTIC
